51.6187787,7.5154952
47.2238508,8.9939232
53.6957252,-1.49179
47.2312051,9.5787379
47.2313102,9.5783791
45.7440963,4.88441
52.4123354,10.768628
48.1804695,11.2590191
48.1109531,11.4657373
48.2214315,16.346203
43.4605386,-1.5768921
51.0613018,8.7911697
59.9484142,10.7162495
51.6068739,7.1934811
51.6068739,7.1934811
47.4554031,8.2778217
48.2660416,11.4283115
49.8685709,11.8905722
52.989552,9.8550611
49.9674415,11.5857469
43.6012568,13.4514489
48.4375505,12.926861
48.4375505,12.926861
47.2083199,8.6992421
50.56039,21.189844
49.4158604,14.6522109
47.9251516,9.2611956
47.5602215,7.9391831
47.5602215,7.9391831
47.5602215,7.9391831
47.559566,7.9386759
47.559566,7.9386759
47.559566,7.9386759
51.4335623,6.9892085
51.4335623,6.9892085
51.943817,7.1747838
52.0126026,8.5268928
52.0126026,8.5268928
52.0126026,8.5268928
52.0126026,8.5268928
52.0126026,8.5268928
52.0126026,8.5268928
52.0126026,8.5268928
49.4141841,11.1476993
37.3635081,-5.9789654
49.6519879,9.0016904
49.8080862,9.9562678
49.8080862,9.9562678
48.7296583,11.173192
53.2407983,10.3958383
53.2407983,10.3958383
51.5613941,12.9837526
51.5613941,12.9837526
51.6516481,-9.8959361
45.3546074,9.6799045
50.958604,13.9524301
51.1968384,6.4290282
51.8737181,10.0258907
51.2134805,7.8868073
50.7683799,7.4524603
51.1558993,4.409845
44.6322555,11.1965228
50.6294943,6.0281876
52.1991969,7.844713
50.0511889,10.244209
53.4705004,9.1354424
60.7990311,11.0718668
49.6597097,10.0867275
52.6102756,11.8562025
60.6814368,17.1181667
50.2466658,10.9750997
54.083192,12.1003044
54.083192,12.1003044
54.083192,12.1003044
54.083192,12.1003044
54.083192,12.1003044
57.7647604,14.1943967
50.3014263,11.9153017
50.3014263,11.9153017
63.8452543,23.1031708
52.1405843,14.6231657
52.1405843,14.6231657
52.1405843,14.6231657
55.6131406,-4.5445243
45.8138682,1.2378216
45.8138682,1.2378216
51.5034341,14.631505
43.8932632,-0.4857883
50.01337,21.03631
50.769796,6.4875231
52.6885073,7.2935139
43.9151372,10.2219217
49.9410812,15.8082926
49.9410812,15.8082926
51.163116,11.81537
49.7134682,11.0784609
49.713512,11.0778615
51.5699112,7.0613923
51.5699112,7.0613923
51.5699112,7.0613923
51.4605576,11.987703
51.0494444,12.8026418
50.7424836,12.3651509
42.9570186,12.6878375
53.5914954,9.9739922
47.7939518,1.061928
47.7939518,1.061928
51.3166355,37.913377
50.0635769,8.1895776
50.8830471,12.7893624
50.8041935,10.2166838
48.8995384,9.2040518
50.1982536,15.8285284
50.0970193,17.6851942
37.0245098,-7.9289493
39.7443685,-8.7931266
39.5150004,-7.6517999
49.1393324,15.0057431
49.3624049,16.654059
49.008377,17.1106874
50.410329,16.1665661
50.351944,14.4869442
50.351944,14.4869442
50.351944,14.4869442
50.351944,14.4869442
50.351944,14.4869442
50.4190218,14.9070919
49.5614752,16.0630934
49.6101745,15.5701141
49.6101745,15.5701141
50.145368,8.7101086
62.8971486,27.6493082
45.135749,-0.6590015
44.8999947,1.2229915
47.8621636,4.5580643
48.4908333,-2.751111
47.8354383,1.9197078
47.8354383,1.9197078
47.8354383,1.9197078
47.8354383,1.9197078
47.8354383,1.9197078
48.9738884,4.3694439
49.7624584,4.6976671
43.6300011,3.8497219
43.6300011,3.8497219
43.6300011,3.8497219
45.5428715,2.3120676
49.1122208,6.7216668
43.613263,1.4000839
43.613263,1.4000839
43.613263,1.4000839
49.2062502,-0.3550499
49.2062502,-0.3550499
49.2062502,-0.3550499
49.4404528,1.1112466
48.0639047,-0.7846665
47.2090842,-1.5546494
49.8728835,2.2535682
45.6341667,0.117778
45.6341667,0.117778
45.6341667,0.117778
45.6341667,0.117778
44.0467176,5.0257998
43.4397202,6.751667
44.914478,4.9042062
46.003334,6.6966672
46.0038872,6.6902781
45.4113884,4.3916669
41.3453237,2.1073387
41.3453237,2.1073387
41.4134949,2.1719308
41.4134949,2.1719308
48.1267271,14.8808828
47.2827851,11.5157483
46.9468232,14.4100445
51.9797126,6.7003881
51.8897043,5.4137663
52.0867691,5.181417
52.0867691,5.181417
52.0867691,5.181417
52.0867691,5.181417
52.0867691,5.181417
52.0867691,5.181417
52.0867691,5.181417
51.9099175,4.4708091
51.4847366,3.9104196
49.2047255,9.4981915
52.5398212,7.8749231
50.9942892,7.1306374
50.9899498,7.1373997
51.5591186,6.7295443
48.0475261,10.8565029
50.3234317,10.2326077
55.711755,13.1988553
49.4932855,8.4864038
49.4932855,8.4864038
47.7262116,16.0863285
36.7232881,-4.4499442
47.2610263,11.3847387
47.2610263,11.3847387
46.0750822,18.2054417
46.0750822,18.2054417
42.8608979,-8.5520154
48.56278,16.0915762
46.1274728,11.2439209
36.5084707,-4.8275531
48.8260263,3.094576
45.6048234,8.3745053
47.5077443,16.5116996
51.669147,7.8277458
48.996572,9.769614
49.2268034,12.6591021
50.2672681,-5.0944278
50.3757904,4.4862787
45.7556188,21.2177424
45.7556188,21.2177424
45.7556188,21.2177424
53.1466612,12.1706227
53.1466612,12.1706227
51.1999989,10.4687573
38.5366358,-8.8659645
49.5514205,22.1986536
42.0239089,-8.6449108
50.3219204,10.2333859
37.0407919,22.1013397
51.455624,13.5221608
52.3582596,9.8139246
47.4056454,9.7414958
51.4969065,9.3681184
48.1596355,16.280431
51.3802207,6.7872412
51.3813803,6.7860481
40.6344167,-8.6558109
51.4423043,14.2735009
43.1916174,2.3409044
50.8442021,6.1105737
49.8688692,2.2941487
49.8688692,2.2941487
49.8688692,2.2941487
